event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN1993J,49170.2,12.67,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49170.2,12.68,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49170.2,14.33,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49170.2,14.35,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49170.2,13.14,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,13.93,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,12.2,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,12.32,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,12.69,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,13.13,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49171.2,13.17,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,13.98,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,14,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,12.23,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,12.65,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,12.72,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,14.44,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49172.2,13.17,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,14.02,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,12.23,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,12.35,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,12.72,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,14.09,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,14.37,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,13.21,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49173.2,13.26,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,14.06,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,14.09,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,12.29,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,12.76,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,12.79,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,14.37,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49174.2,13.22,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49177.2,12.33,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49177.82,14.09,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,14.12,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,12.39,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,12.47,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,12.81,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,14.58,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,13.3,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.2,13.33,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49179.82,13.96,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,14.1,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,14.18,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,12.4,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,12.49,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,12.84,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,12.89,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,13.26,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.2,13.37,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49180.82,14.11,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49181.2,14.16,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49181.2,12.42,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49181.2,12.96,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49181.2,14.48,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49181.2,13.36,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,14.16,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,12.42,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,12.52,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,12.95,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,13.39,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49182.2,13.4,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.2,14.14,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.2,12.48,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.2,12.98,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.2,13.4,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.94,14.18,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.94,12.56,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.94,12.96,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.94,14.48,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49183.94,13.44,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,14.19,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,12.49,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,12.57,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,13.01,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,13.41,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.2,13.44,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49184.82,13.97,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49185.2,14.15,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49185.2,12.52,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49185.2,13.01,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49185.2,13.43,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49186.2,14.21,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49186.2,12.55,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49186.2,13.06,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49186.2,13.44,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49187.2,14.32,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49187.2,12.69,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49187.2,13.05,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49187.2,13.5,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49188.2,12.59,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49188.2,13.15,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49188.2,13.52,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49188.83,14.24,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49190.82,14.21,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49191.86,14.25,,,B,,,"1993IAUC.5796....1M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49191.86,13.62,,,V,,,"1993IAUC.5796....1M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49198.93,14.34,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49198.93,12.9,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49198.93,13.29,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49198.93,14.72,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49198.93,13.76,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49210.83,14.59,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49210.86,14.49,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49213.08,14.73,,,B,,,"1993IAUC.5796....1M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49213.08,14.08,,,V,,,"1993IAUC.5796....1M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49217.81,14.8,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49217.89,14.79,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49234.41,14.9,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49234.41,14.32,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49234.44,15.07,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49234.44,14.49,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.45,14.91,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.45,14.26,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.49,14.85,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.49,14.22,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.54,14.78,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.54,14.02,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.58,14.8,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49235.58,14.13,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49236.35,14.96,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49236.35,14.73,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49236.38,14.97,,,B,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49236.38,14.29,,,V,,,"1993IAUC.5782....1Z,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49245.88,15.12,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49245.88,13.91,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49245.88,14.15,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49245.88,15.19,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49245.88,14.69,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49250.82,15.4,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49250.88,14.65,,,V,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49256.4,14.46,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49259.4,14.23,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49259.4,14.42,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49259.4,15,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49260.4,15.45,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49267.98,15.5,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49268.02,15.33,,,V,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,15.6300,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,15.63,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,15.6500,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,15.65,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,14.5200,,,R,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,14.52,,,R,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,14.5300,,,R,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,14.53,,,R,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,15.1800,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,15.18,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49275.08,15.1900,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49275.08,15.19,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49297.95,16.04,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49297.95,14.81,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49297.95,14.83,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49297.95,16.32,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49297.95,15.61,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49299.94,16.2500,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49299.94,16.25,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49299.94,15.3600,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49299.94,15.36,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49304.98,15.8,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49308.05,16.3500,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49308.05,16.35,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49308.5,16.36,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49308.5,15.12,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49308.5,15.24,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49309.91,15.98,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49309.97,15.4500,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49309.97,15.45,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49310.4,15.13,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49310.4,15.22,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49310.4,15.96,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49312.3,15.15,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.4,16.27,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.4,15.25,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.4,15.99,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.6,15.02,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.6,14.97,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49314.6,15.99,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49317.3,15.28,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49317.3,15.3,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49317.3,16.05,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49322.3,16.38,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49322.3,15.3,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49322.3,15.38,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49322.3,16.16,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.2,16.48,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.2,15.28,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.2,15.22,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.2,16.8,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.2,16.05,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.5,15.2,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49323.5,15.13,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49324.3,15.33,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49324.3,15.43,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49324.3,16.11,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49325.3,16.35,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49326.3,15.38,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49326.3,15.41,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49326.3,16.19,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49326.5,15.22,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49326.5,15.15,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49328.4,15.43,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49328.4,16.25,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.10,16.3100,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49333.1,16.31,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.10,15.1900,,,R,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49333.1,15.19,,,R,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.10,15.2200,,,R,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49333.1,15.22,,,R,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.10,16.0100,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49333.1,16.01,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.5,15.35,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49333.5,15.19,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49337.5,15.4,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49337.5,15.27,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49339.4,16.69,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49339.4,15.69,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49340.5,15.41,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49340.5,15.33,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49341.4,16.42,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49343.4,15.64,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49344.4,15.76,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49344.4,16.49,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49345.5,16.7,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49345.5,15.75,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49346.5,15.53,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49346.5,15.41,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
